1 1 40
6.787439616	4.037898649
4.372110289	4.878785189
6.252398403	4.994516531
4.21165302	4.065068035
5.806860228	4.357545788
9.62489879	7.604145775
7.066677603	7.262004173
6.430858474	4.883712991
9.340484817	7.161363221
8.499087481	7.25638798
1.602498582	1.65258987
2.914639559	1.449290703
0.728610452	1.885039352
5.890436689	4.613029192
1.526707247	1.261342211
5.051055238	4.445169135
2.915598843	1.884947333
4.109988758	4.138287084
3.990656392	4.703913175
6.678913407	4.511893304
5.492147812	4.490914886
4.313864103	4.313574062
6.226121845	4.391117525
0.527337264	1.388515026
8.605958624	7.419915567
7.945200649	7.354485014
0.44756969	1.748623301
7.803256304	7.789632548
3.409873161	4.553126564
2.006416355	1.493142328
9.796044357	7.422898876
5.64349909	4.771171974
3.340605341	4.817403783
3.044310916	4.719869464
9.018891324	7.33881642
4.263832711	4.922296415
0.476930369	1.214073855
5.364025264	4.240782522
3.346465784	4.404402906
3.784672266	4.054837675
